wgt,liq,fin,asset
6859.959727745714,0,0,4611.169652265543
7218.403805065327,0,0,4611.169652265543
6982.387610838372,0,0,4611.169652265543
7057.99496596697,0,0,4611.169652265543
6934.706831988505,0,0,4611.169652265543
7375.788638111449,0,0,0
7257.432054999049,0,0,0
7263.712715109587,0,0,0
7257.620483128905,0,0,0
7312.275795423908,0,0,0
4193.29419899512,27667.01791359326,41500.52687038988,267447.8398314015
4119.279943953851,27667.01791359326,55334.03582718651,281281.3487881981
4062.825323732557,27667.01791359326,41500.52687038988,267447.8398314015
4174.563613622043,27667.01791359326,37811.59114857745,263758.9041095891
4209.849628904226,27667.01791359326,46111.69652265542,272059.009483667
4743.20802423915,1083.624868282403,1083.624868282403,49500.9062170706
4668.727183666494,1083.624868282403,1083.624868282403,49500.9062170706
4888.915123292517,1083.624868282403,1083.624868282403,49500.9062170706
4893.96536317039,1083.624868282403,1083.624868282403,49500.9062170706
4800.121406240437,1083.624868282403,1083.624868282403,49500.9062170706
5971.319495817729,276.6701791359326,276.6701791359326,44082.78187565859
6205.990944563029,276.6701791359326,276.6701791359326,44082.78187565859
6139.062445399147,276.6701791359326,276.6701791359326,44082.78187565859
6146.366953205381,276.6701791359326,276.6701791359326,44082.78187565859
6088.490440232965,276.6701791359326,276.6701791359326,44082.78187565859
5767.627432088553,1152.792413066386,1152.792413066386,12680.71654373024
5910.223046300048,1152.792413066386,1152.792413066386,12680.71654373024
5697.654095451105,1152.792413066386,1152.792413066386,12680.71654373024
5838.295535510994,1152.792413066386,1152.792413066386,12680.71654373024
5783.319939379111,1152.792413066386,1152.792413066386,12680.71654373024
5767.627432088553,1337.239199157007,1337.239199157007,39679.11485774499
5910.223046300048,1337.239199157007,1337.239199157007,39679.11485774499
5697.654095451105,1337.239199157007,1337.239199157007,39679.11485774499
5838.295535510994,1337.239199157007,1337.239199157007,39679.11485774499
5783.319939379111,1337.239199157007,1337.239199157007,39679.11485774499
8168.76955388531,1152.792413066386,1152.792413066386,77121.8124341412
8040.498388102882,1152.792413066386,1152.792413066386,77121.8124341412
8419.706832716349,1152.792413066386,1152.792413066386,77121.8124341412
8428.404373609203,1152.792413066386,1152.792413066386,77121.8124341412
8266.785980684414,1152.792413066386,1152.792413066386,77121.8124341412
8734.388590569139,0,0,101445.7323498419
8795.168414140533,0,0,101445.7323498419
8805.725894581828,0,0,101445.7323498419
8808.111053568713,0,0,101445.7323498419
8866.433411139687,0,0,101445.7323498419
9068.672450011087,0,0,2305.584826132771
9036.29491410335,0,0,2305.584826132771
9019.817970781689,0,0,2305.584826132771
9034.360314160785,0,0,2305.584826132771
9104.255853329949,0,0,2305.584826132771
10783.35216705724,0,0,0
10609.63462514871,0,0,0
10593.74760494559,0,0,0
10621.28330377225,0,0,0
10693.95779745758,0,0,0
