wgt,liq,fin,asset
7095.383369791004,36002.29712858926,335110.911360799,494908.6641697878
7139.730803024964,1447.740324594257,146221.77278402,306019.5255930087
7294.390247398091,46846.69163545568,298152.5593008739,459316.1048689139
6989.430711489619,2526.716604244694,136374.4069912609,296172.1598002497
7121.527559794425,10653.18352059925,210058.9263420724,369856.6791510612
5187.788713821512,44388.26466916355,78533.0836454432,302523.0961298377
5256.336106805837,44388.26466916355,78533.0836454432,302523.0961298377
5303.194254225602,44388.26466916355,78533.0836454432,302523.0961298377
5099.262111481632,44388.26466916355,78533.0836454432,302523.0961298377
5234.807490744228,44388.26466916355,78533.0836454432,302523.0961298377
6264.230366014473,6009.488139825218,6009.488139825218,146139.8252184769
6303.382942195449,3551.061173533084,3551.061173533084,143544.8189762796
6439.925583704839,1912.10986267166,1912.10986267166,141905.8676654182
6170.688999057856,8877.652933832709,8877.652933832709,148871.4107365793
6287.312026353159,7238.701622971286,7238.701622971286,147232.4594257179
3869.55741698234,6419.225967540574,97927.34082397004,288865.1685393258
3939.023978064476,5053.433208489389,87000.99875156055,277938.8264669164
3975.59588675304,14340.82397003745,85362.04744069913,276299.8751560549
3810.856063732026,3400.823970037453,99006.31710362047,289944.1448189763
3907.712049505355,4507.116104868914,75528.33957553058,266466.1672908864
4066.440163816634,559.9750312109862,66118.02746566791,314282.5717852684
4090.33082195019,559.9750312109862,66118.02746566791,312916.7790262172
4081.172097063653,559.9750312109862,66118.02746566791,312916.7790262172
3979.646571295396,559.9750312109862,66118.02746566791,312916.7790262172
4063.537123758965,655.5805243445693,66213.63295880149,311646.5917602996
4774.192097096808,969.7128589263421,969.7128589263421,5749.987515605493
4765.790807326851,983.370786516854,983.370786516854,5763.645443196005
4770.901991749566,969.7128589263421,969.7128589263421,5749.987515605493
4773.122605086078,983.370786516854,983.370786516854,5763.645443196005
4768.704095682961,969.7128589263421,969.7128589263421,5749.987515605493
2295.594414851322,10298.07740324594,579833.6579275905,3828371.735330836
2122.015709813516,11076.57927590512,531443.620474407,3778752.484394507
5700.204033938606,9150.811485642946,495373.0337078652,3742681.897627965
2537.603709718173,10393.68289637953,644121.5230961299,3892796.179775281
2095.21348487679,9628.838951310861,570969.6629213484,3818005.368289638
2246.96322281684,1734.556803995006,651442.1722846442,662641.6729088639
2186.550086769651,1720.898876404494,651428.5143570537,662628.0149812734
2077.119271930788,1720.898876404494,651428.5143570537,662628.0149812734
2302.31499785493,1734.556803995006,651442.1722846442,662641.6729088639
2186.918233161131,1734.556803995006,651442.1722846442,662505.0936329588
4351.169194580955,28545.06866416979,107761.0486891386,401406.4918851436
2855.243296808084,27315.85518102372,450711.6104868914,715675.4057428215
4407.928445194191,20077.15355805244,73343.07116104869,320551.5605493134
4307.008163638087,25676.9038701623,93966.5418227216,466827.9650436954
4378.029156401522,26632.95880149813,85362.04744069913,372178.5268414482
3425.724841433686,31413.23345817728,612216.6042446941,754259.0511860175
3331.706290094388,31413.23345817728,612284.8938826467,754327.34082397
3165.736084001787,31413.23345817728,612148.3146067415,754190.7615480649
3516.486102532958,31413.23345817728,610919.1011235955,752961.5480649188
3327.050118422694,31413.23345817728,610919.1011235955,752824.9687890137
3771.450765638938,107761.0486891386,516133.0836454432,1056440.699126092
3662.029119234873,107214.7315855181,516269.6629213483,1056713.857677903
3488.612122828621,107214.7315855181,516952.5593008739,1057260.174781523
3869.166414804557,107897.6279650437,516952.5593008739,1058625.967540574
3664.098473971974,107214.7315855181,516269.6629213483,1056577.278401997
3285.336941749875,6.82896379525593,6.82896379525593,75125.43071161049
3283.86106898718,13.65792759051186,13.65792759051186,69805.66791510611
3281.787637039451,6.82896379525593,6.82896379525593,64199.088639201
3283.789894923181,6.82896379525593,6.82896379525593,69798.83895131086
3282.763666958667,13.65792759051186,13.65792759051186,65571.71036204744
4229.908598687121,4807.590511860175,4807.590511860175,243821.3233458177
4223.972672263098,4807.590511860175,4807.590511860175,242455.5305867665
4227.561282509929,4807.590511860175,4807.590511860175,242455.5305867665
4244.113341290587,4821.248439450686,4821.248439450686,242469.1885143571
4223.754374838068,4807.590511860175,4807.590511860175,242455.5305867665
3243.173843899939,819.4756554307116,130569.7877652934,141086.3920099875
3273.159036707851,819.4756554307116,36193.50811485643,46710.11235955056
3282.057510233484,819.4756554307116,99156.55430711611,109673.1585518102
3229.466682336407,819.4756554307116,69245.69288389513,79762.29712858926
3243.983041358564,819.4756554307116,78806.24219725344,89459.42571785269
3470.104307461904,2458.426966292135,2458.426966292135,7511.860174781523
3479.251197881757,2458.426966292135,2458.426966292135,7511.860174781523
3488.709957546705,2458.426966292135,2458.426966292135,7511.860174781523
3432.807785086875,2458.426966292135,2458.426966292135,7511.860174781523
3448.238156465202,2458.426966292135,2458.426966292135,7511.860174781523
361.2037983989079,68289.63795255931,28613358.30212235,37578421.97253433
379.4812340139497,68289.63795255931,28613358.30212235,37578421.97253433
361.8867366346645,68289.63795255931,28613358.30212235,37578421.97253433
373.049862923531,68289.63795255931,28613358.30212235,37577056.17977528
370.4135159706139,68289.63795255931,28613358.30212235,37578421.97253433
6515.330802866942,3824.219725343321,88093.63295880149,156383.2709113608
6505.627207554009,3824.219725343321,63509.36329588015,131799.0012484395
6296.76703385273,5326.591760299625,22672.15980024969,90961.79775280898
6537.828954474363,3414.481897627965,57636.45443196005,125926.0923845193
6298.262761592262,5190.012484394507,25267.16604244694,93556.80399500624
2672.514627298837,0,0,0
2667.865540466847,0,0,0
2670.547089201596,0,0,0
2670.795827898938,0,0,0
2670.482847832781,0,0,0
5257.759276685138,141359.5505617977,552463.1710362048,1384504.119850187
5118.443309489848,106531.8352059925,671970.0374531836,1490216.479400749
4801.130420382089,107897.6279650437,748454.4319600499,1573529.837702871
5399.851757228212,112677.9026217229,803769.038701623,1649331.335830212
5077.676219622505,130433.2084893883,641239.7003745318,1493630.961298377
251.514542790413,101068.6641697878,3044352.059925094,5212411.485642946
244.3796055876211,101068.6641697878,3044352.059925094,5211045.692883895
253.4064168194995,101068.6641697878,3044352.059925094,5211045.692883895
261.3135513323464,101068.6641697878,3044352.059925094,5212411.485642946
236.7694471397247,101068.6641697878,3044352.059925094,5212411.485642946
