wgt,liq,fin,asset
3100.802440639678,0,0,5473.182082606167
3090.352194917005,0,0,5473.182082606167
3094.100275469648,0,0,5473.182082606167
3098.507516536399,0,0,5473.182082606167
3104.670101940394,0,0,5473.182082606167
5888.636780361949,1909.249563699826,1909.249563699826,9928.097731239093
5880.947979344362,1909.249563699826,1909.249563699826,10055.38103548575
5892.280695571022,1909.249563699826,1909.249563699826,9928.097731239093
5887.018574271248,1909.249563699826,1909.249563699826,10055.38103548575
5886.753895325412,1909.249563699826,1909.249563699826,10055.38103548575
5240.325144878449,763.6998254799302,763.6998254799302,37675.85805700989
5272.259149060608,763.6998254799302,763.6998254799302,37548.57475276323
5203.287698641633,763.6998254799302,763.6998254799302,37675.85805700989
5294.019043814231,763.6998254799302,763.6998254799302,37675.85805700989
5269.889959385442,763.6998254799302,763.6998254799302,37675.85805700989
2605.658375792682,51231.52995927865,2433974.985456661,3072555.322862129
2555.400783025991,51104.246655032,2507672.018615474,3146125.072716696
2491.361970179494,51104.246655032,2482215.357766143,3120795.695171611
2561.994941735968,51231.52995927865,2568895.287958115,3206202.792321117
2539.122195746385,51104.246655032,2660411.98371146,3298992.321116928
4019.607006829038,39457.82431646306,275568.3536940081,868835.8347876673
3994.519457047088,39457.82431646306,275568.3536940081,867690.2850494473
4083.326291014414,39457.82431646306,275568.3536940081,869090.4013961606
3985.256460187067,39457.82431646306,275568.3536940081,868963.1180919139
4019.519720159597,39457.82431646306,275568.3536940081,868835.8347876673
7805.528854403083,2545.666084933101,5982.315299592787,74206.16637579989
7893.810172824994,1654.682955206515,10309.94764397906,78533.79872018615
7808.137131379239,1400.116346713205,5791.390343222804,70196.74229203025
7947.978719838949,1654.682955206515,6682.373472949389,76179.05759162303
7856.206863494828,2418.382780686446,6236.881908086097,70769.5171611402
4135.97542832188,10946.36416521233,293515.2995927865,928658.9877835951
4108.975921378658,10946.36416521233,293515.2995927865,927386.1547411286
4201.336544208545,10946.36416521233,293515.2995927865,929931.8208260617
4100.35461049538,10946.36416521233,293515.2995927865,929931.8208260617
4135.785953449447,10946.36416521233,293515.2995927865,927386.1547411286
3275.237125286862,13224.73531122746,78139.22047702152,412512.4607329843
