wgt,liq,fin,asset
4709.417507249176,15167.00841622035,405223.6266258608,891873.6648814077
4663.888069815517,10714.00153022188,413660.9028309105,920232.2876817138
4487.814507649352,14581.08645753634,459881.7750573833,944188.1254781943
4650.963861608876,6913.879112471308,225546.4728385616,714037.9801071156
4908.029974735652,9743.045141545525,547284.5906656465,1067415.883703137
2082.553067896714,9209.019127773527,9209.019127773527,262327.3052792655
2190.726242461926,9209.019127773527,9209.019127773527,262159.8990053558
2144.283121126692,9209.019127773527,9209.019127773527,262159.8990053558
2134.287598925942,9209.019127773527,9209.019127773527,262159.8990053558
2089.543264088979,9209.019127773527,9209.019127773527,262159.8990053558
983.2938419334308,12053.25172149962,916047.130833971,3997661.82096404
988.3403355364848,12053.25172149962,916047.130833971,3662681.866870696
992.6177338040918,12053.25172149962,916047.130833971,3664355.929609793
986.950589024905,12053.25172149962,916047.130833971,3990798.163733741
979.8991214082192,12053.25172149962,916047.130833971,3892028.462127008
31.36574549056442,130024.4529456771,48063462.86151492,82892338.14843152
34.21214188710958,156206.7941851568,49705115.74598317,84333103.5042081
33.33907134582702,155202.3565416985,51415003.42769702,86898437.24560061
32.80550343108766,129003.2746748278,47931864.78959449,83497327.68171385
34.65309021574954,157730.1912777353,51442642.20351951,87244147.94185157
11278.96182332654,12321.10175975517,302770.986993114,610296.3121652639
10975.86509571492,17828.76817138485,123294.7207345065,430987.4521805662
11301.0295453971,59764.03978576894,101280.7957153787,410480.1836266259
10564.45135366439,17912.47130833971,169080.3366488141,478279.7245600612
10952.42816970278,3716.419280795715,102653.5271614384,411852.9150726855
19.27073474140456,34987.91124713083,4945013.925019127,49874179.34200459
19.64136827306466,34452.21117061974,4716805.692425402,49853513.03749043
19.67141309273777,35205.53940321346,4843113.726090283,48223771.10941087
20.14296436136627,33146.44223412395,4764047.742922724,50065985.08033665
20.23014452227178,34318.28615149196,4815441.469013006,46463402.06579954
14.60814050255056,1675653.098699311,38923549.04361133,94922621.72915073
15.87437233447487,1883287.100229533,39101049.91583779,94214376.00612089
15.5088570249963,1774673.909716909,37331766.48814078,90504853.86381026
15.24551737506431,1881813.925019128,39129709.86993114,95219014.53710788
16.0883424216219,1842975.669472073,35751116.44988523,91294676.66411629
8581.967461343349,5189.594491201225,5189.594491201225,161714.4605967865
8525.342440174243,7198.469778117827,7198.469778117827,163723.3358837031
8599.268773231423,5189.594491201225,5189.594491201225,161714.4605967865
8624.561652155939,7533.282325937261,7533.282325937261,163890.7421576128
8582.177043513728,5022.188217291507,5022.188217291507,161379.6480489671
635.1469436408456,38503.44299923489,1926009.181331293,2743956.23565417
626.8980383666656,38503.44299923489,1926009.181331293,2744625.860749809
663.1398498771632,38503.44299923489,1926009.181331293,2743621.42310635
643.6369999791767,38503.44299923489,1926009.181331293,2741277.735271615
643.9833451371017,38503.44299923489,1926009.181331293,2744793.267023718
4668.098753757716,3348.125478194338,118858.454475899,138947.207345065
4676.323027638849,3348.125478194338,118858.454475899,140621.2700841622
4698.328923105543,3348.125478194338,118858.454475899,140621.2700841622
4698.858965452082,3348.125478194338,118858.454475899,138947.207345065
4662.160147388655,3348.125478194338,118858.454475899,138947.207345065
12.57883120315518,2089230.298393267,46451892.88446825,323166120.1285386
13.27890672793472,1985438.408569243,47185132.36419281,325302224.1836267
13.45899224804163,2091406.579954093,47291100.53557766,339070215.020658
13.26510781890539,2005527.161438409,46368189.74751339,324344655.9442999
